YearWeek,WeekStartDate,WeekEndDate,Cases,temp_mean_C,temp_max_C,temp_min_C,precipitation_sum (mm),rain_sum (mm),sunshine_duration (s),daylight_duration (s),wind_speed_10m_max (km/h),et0_fao_evapotranspiration (mm),District_ampara,District_anuradhapura,District_badulla,District_batticaloa,District_colombo,District_galle,District_gampaha,District_hambantota,District_jaffna,District_kalmunai,District_kalutara,District_kandy,District_kegalle,District_kilinochchi,District_kurunegala,District_mannar,District_matale,District_matara,District_monaragala,District_mullaitivu,District_nuwara eliya,District_polonnaruwa,District_puttalam,District_ratnapura,District_trincomalee,District_vavuniya
2023-W30,2023-07-24,2023-07-30,28,26.157,32.7,20.5,5.2,5.2,262768.77,313638.0,14.5,32.63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,33,30.143,37.4,25.2,6.3,6.3,259958.99,314482.37,23.9,37.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,360,26.8,29.0,23.0,54.5,54.5,239867.21,313553.72,23.9,26.57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,99,26.857,29.3,23.1,32.9,32.9,254528.09,312545.02,28.9,27.63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,357,26.557,29.6,22.1,58.8,58.8,244491.39,313722.27,20.5,27.08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,22,28.529,33.9,25.1,4.2,4.2,269120.09,312628.93,32.9,40.76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,18,28.9,33.5,27.0,2.9,2.9,237291.52,316866.17,33.1,35.92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,94,26.829,29.1,23.5,38.4,38.4,244369.26,313132.91,25.6,27.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,287,24.629,29.8,20.9,15.3,15.3,257216.06,313975.33,25.0,28.51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,59,25.714,29.7,21.8,25.3,25.3,249047.63,313975.33,20.5,28.51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,0,30.2,36.8,26.5,0.9,0.9,237055.62,316523.69,24.8,44.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,60,26.614,31.9,22.3,23.3,23.3,245871.92,314228.7,22.1,29.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,3,28.771,33.2,26.4,0.4,0.4,233510.91,316011.27,33.5,39.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,42,25.314,30.2,21.1,13.7,13.7,242679.7,314228.7,21.4,28.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,41,27.2,28.6,23.9,14.8,14.8,257000.87,312377.31,37.5,29.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,7,29.657,39.3,23.7,4.5,4.5,254598.38,313469.5,21.0,37.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,2,30.4,37.4,26.7,2.4,2.4,239076.62,316352.73,22.9,42.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,3,15.414,19.9,12.6,28.8,28.8,244672.5,313638.0,23.2,21.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-W30,2023-07-24,2023-07-30,8,30.4,38.3,26.3,5.0,5.0,269317.07,314736.36,27.6,48.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-W30,2023-07-24,2023-07-30,35,28.171,32.4,25.2,3.8,3.8,247668.87,314905.86,26.3,34.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-W30,2023-07-24,2023-07-30,14,30.143,37.3,25.9,8.2,8.2,242774.99,315500.28,25.9,42.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-W30,2023-07-24,2023-07-30,4,29.657,38.6,25.2,4.0,4.0,242468.51,315755.6,25.7,42.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-W32,2023-08-07,2023-08-13,1,30.086,38.3,25.1,20.7,20.7,279613.04,312207.18,17.6,37.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,5,28.7,36.5,24.4,18.8,18.8,277090.46,313225.27,23.8,39.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,20,25.414,32.6,20.5,56.3,56.3,267491.85,311936.76,15.1,32.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,21,29.586,35.5,25.7,6.4,6.4,280588.56,312613.64,22.2,38.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,247,26.857,29.0,24.8,27.0,27.0,273064.27,311869.22,25.1,28.39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,97,26.871,29.4,24.3,42.2,42.2,279848.67,311060.64,23.8,29.83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,237,26.614,30.1,23.9,18.4,18.4,272531.85,312004.32,20.7,29.02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,15,28.614,34.0,25.5,8.5,8.5,279314.02,311127.88,32.8,41.73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,19,29.129,32.2,26.8,0.7,0.7,282833.34,314524.71,25.8,38.23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,85,26.986,29.3,24.7,26.8,26.8,271898.57,311531.87,22.7,30.03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,260,25.357,31.9,20.7,7.1,7.1,272106.96,312207.18,20.0,33.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,59,26.314,31.0,23.4,5.7,5.7,265532.09,312207.18,22.5,32.86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,0,30.114,37.1,25.3,10.1,10.1,282321.13,314250.14,18.4,42.44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,51,27.429,33.0,24.4,7.8,7.8,274482.25,312410.31,21.2,35.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,0,29.014,33.3,26.3,0.5,0.5,281142.58,313839.32,29.2,41.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,39,26.029,32.0,22.8,8.7,8.7,273289.79,312410.31,21.7,33.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,37,27.2,28.6,25.0,13.4,13.4,275937.3,310926.2,34.8,31.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,7,29.529,38.3,23.8,9.0,9.0,268500.62,311801.69,24.2,39.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,2,29.1,36.1,25.2,10.4,10.4,279494.19,314113.08,23.1,37.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,3,16.057,20.8,12.5,29.9,29.9,250074.33,311936.76,15.7,23.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-W32,2023-08-07,2023-08-13,6,30.443,38.3,25.4,13.1,13.1,277584.76,312817.27,21.4,47.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-W32,2023-08-07,2023-08-13,20,28.457,33.2,25.4,4.4,4.4,283614.93,312953.16,23.1,37.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-W32,2023-08-07,2023-08-13,73,26.429,30.6,23.4,34.6,34.6,263119.19,311666.75,17.3,28.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-W32,2023-08-07,2023-08-13,7,29.2,38.0,25.2,18.7,18.7,275551.25,313429.66,20.1,38.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-W32,2023-08-07,2023-08-13,2,29.229,38.4,23.8,25.1,25.1,268140.37,313634.35,21.0,39.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-W33,2023-08-14,2023-08-20,1,30.071,38.3,24.1,5.4,5.4,279555.32,311193.26,20.0,39.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,3,28.543,35.6,24.3,0.6,0.6,285649.91,312066.26,26.5,44.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,16,25.471,33.1,19.1,3.8,3.8,283479.04,310961.41,15.9,36.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,13,29.3,35.7,24.2,3.4,3.4,280390.3,311541.81,24.4,37.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,198,27.157,29.4,24.5,18.7,18.7,280715.26,310903.5,21.7,33.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,91,27.171,29.5,23.9,22.2,22.2,281868.11,310210.25,23.5,33.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,164,26.729,30.1,23.7,13.9,13.9,283462.06,311019.34,19.9,32.56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,18,28.686,33.6,24.8,3.1,3.1,283468.38,310267.9,32.1,44.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,32,28.529,31.1,27.0,0.1,0.1,284766.61,313180.6,32.2,40.14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,75,27.229,29.7,24.2,13.9,13.9,283719.32,310614.25,20.0,33.92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,209,25.171,30.9,19.4,1.5,1.5,284430.57,311193.26,24.7,35.42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,66,26.329,31.4,23.0,6.6,6.6,283284.79,311193.26,23.4,35.92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,1,29.514,35.9,25.5,1.2,1.2,283767.32,312945.16,29.3,49.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,39,27.5,33.3,23.8,1.6,1.6,282903.15,311367.45,24.0,38.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,0,28.529,31.6,26.6,0.1,0.1,285588.34,312592.84,35.1,43.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,45,26.014,31.5,22.4,2.3,2.3,283655.2,311367.45,24.7,36.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,30,27.429,29.0,24.6,14.2,14.2,281891.44,310094.97,33.9,35.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,34,29.814,39.3,23.2,2.7,2.7,282409.14,310845.6,29.0,48.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,0,29.814,36.0,25.4,2.3,2.3,281585.56,312827.59,25.0,47.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,5,15.671,20.7,11.9,6.6,6.6,265213.48,310961.41,25.1,24.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-W33,2023-08-14,2023-08-20,7,30.514,37.6,25.6,1.7,1.7,282063.02,311716.4,26.5,53.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-W33,2023-08-14,2023-08-20,17,28.386,32.0,26.1,1.2,1.2,288224.43,311832.93,27.4,40.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-W33,2023-08-14,2023-08-20,57,26.314,30.6,22.7,17.5,17.5,276149.01,310729.89,15.8,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-W33,2023-08-14,2023-08-20,10,29.757,36.4,25.5,1.2,1.2,279875.9,312241.54,23.3,46.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-W33,2023-08-14,2023-08-20,0,29.114,37.6,24.5,0.0,0.0,283444.85,312417.07,25.9,47.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-W34,2023-08-21,2023-08-27,2,30.5,37.8,24.3,11.3,11.3,279751.91,310127.32,19.9,41.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,1,29.171,37.1,24.6,6.1,6.1,279772.21,310847.19,21.3,42.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,15,26.114,33.3,18.6,6.3,6.3,272774.39,309936.14,14.4,35.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,10,29.729,35.9,24.5,13.0,13.0,280529.36,310414.7,27.5,39.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,160,27.357,30.0,24.5,19.0,19.0,284135.28,309888.36,20.4,32.78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,75,27.314,30.1,23.8,16.4,16.4,284413.92,309316.82,20.3,33.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,146,27.086,30.8,23.9,12.3,12.3,284026.29,309983.89,17.9,32.73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,9,28.757,33.8,25.6,4.4,4.4,281294.22,309364.34,32.4,41.03,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,35,28.929,32.0,27.0,1.2,1.2,286854.57,311766.27,28.7,40.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,68,27.3,29.9,24.1,18.3,18.3,284796.74,309649.89,18.4,33.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,202,25.8,32.2,20.2,13.4,13.4,281944.89,310127.32,19.4,35.84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,62,27.186,32.1,23.3,5.8,5.8,281712.77,310127.32,22.7,37.15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,0,30.157,37.3,25.8,2.6,2.6,284741.83,311572.06,25.4,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,38,28.343,34.4,24.3,6.0,6.0,281920.0,310270.93,20.4,39.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,0,29.071,33.6,26.8,0.0,0.0,285662.4,311281.48,31.1,42.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,47,26.714,32.7,22.7,11.6,11.6,280849.41,310270.93,20.5,36.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,32,27.714,29.0,25.5,7.3,7.3,283723.75,309221.81,28.9,35.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,24,30.243,39.5,23.4,7.1,7.1,279762.92,309840.65,25.3,46.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,1,29.5,36.7,25.6,7.8,7.8,281840.91,311475.12,20.4,39.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,0,16.514,22.0,11.5,13.8,13.8,279219.27,309936.14,12.1,27.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-W34,2023-08-21,2023-08-27,6,31.086,39.0,26.2,11.4,11.4,276954.11,310558.68,21.9,47.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-W34,2023-08-21,2023-08-27,25,28.943,33.4,25.6,0.6,0.6,286347.92,310654.78,23.2,40.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-W34,2023-08-21,2023-08-27,59,27.014,31.1,23.0,18.1,18.1,282042.67,309745.24,13.9,31.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-W34,2023-08-21,2023-08-27,5,29.714,37.1,25.8,6.6,6.6,279000.36,310991.76,19.2,41.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-W34,2023-08-21,2023-08-27,0,29.471,37.9,24.9,7.6,7.6,278671.97,311136.51,20.6,42.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-W35,2023-08-28,2023-09-03,1,28.7,37.6,24.6,18.2,18.2,253620.63,309025.66,24.8,33.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,10,27.886,35.9,24.4,48.7,48.7,230092.4,309586.7,27.3,34.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,13,24.729,32.3,20.0,51.6,51.6,215853.26,308876.69,14.7,25.71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,13,28.271,34.4,24.8,49.0,49.0,272478.06,309249.61,21.1,32.43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,127,26.014,30.0,24.2,146.0,146.0,185284.04,308839.5,25.5,21.86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,62,26.014,29.6,24.1,179.6,179.6,159655.2,308394.23,25.1,20.58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,108,25.643,30.7,23.2,127.6,127.6,183692.82,308913.92,21.8,22.26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,11,27.171,32.2,24.2,43.1,43.1,216915.15,308431.27,36.8,30.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,17,28.886,33.1,26.8,7.8,7.8,271609.27,310303.18,33.7,37.45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,42,25.943,29.7,23.9,182.2,182.2,172936.49,308653.71,20.4,21.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,138,24.771,31.7,20.7,13.5,13.5,232027.11,309025.66,22.3,28.69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,41,25.457,31.1,22.8,27.9,27.9,214580.85,309025.66,28.6,26.88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,0,29.129,35.8,25.4,21.7,21.7,268646.37,310151.77,28.4,39.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,27,26.2,32.9,23.2,32.2,32.2,229861.5,309137.56,27.0,28.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,0,28.814,32.9,26.2,4.7,4.7,262925.95,309925.21,36.4,39.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,22,25.129,31.5,22.1,34.4,34.4,225974.8,309137.56,25.0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,16,26.714,29.0,25.0,190.9,190.9,168692.13,308320.25,38.7,24.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,13,27.7,37.5,23.1,12.4,12.4,218904.41,308802.3,29.0,34.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,2,28.614,37.4,25.0,64.6,64.6,267552.59,310076.17,25.7,37.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,3,16.329,21.3,12.7,49.8,49.8,190295.01,308876.69,19.0,18.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-W35,2023-08-28,2023-09-03,3,29.586,37.6,24.8,19.3,19.3,246634.36,309361.8,26.6,41.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-W35,2023-08-28,2023-09-03,15,27.629,32.6,24.5,40.2,40.2,253285.86,309436.7,28.9,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-W35,2023-08-28,2023-09-03,33,25.571,30.9,23.3,219.4,219.4,164630.16,308727.98,19.2,19.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-W35,2023-08-28,2023-09-03,5,28.343,36.7,25.0,64.7,64.7,245975.1,309699.36,27.4,36.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-W35,2023-08-28,2023-09-03,1,28.014,36.4,24.1,47.8,47.8,239271.34,309812.19,25.3,35.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
